Plan_Tarihi;Hat_Kodu;Hat_Adi;Is_Emri_Sira;Urun_Kodu;Urun_Adi;Malzeme_Kodu;Izolasyon_Cinsi;Zorluk_Derecesi;Planlanan_Bobin;Planlanan_Metraj;Bobin_Metraj;Operator_Kodu;Tahmini_Sure_Saat;Bakim_Gunu;Kapasite_Kullanim
8.10.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;119;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;49;3920;80;OPR-2003;�ub.71;False;55.1
8.10.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;120;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;33;1980;60;OPR-2003;Oca.87;False;59.1
8.10.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;121;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;20;1600;80;OPR-2003;Oca.51;False;62.4
8.10.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;122;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;55;4400;80;OPR-2003;�ub.95;False;71.5
8.10.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;123;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;45;2700;60;OPR-2003;�ub.27;False;77.0
8.10.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;124;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;6;480;80;OPR-2003;0.93;False;78.0
8.10.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;125;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;56;3360;60;OPR-2003;�ub.64;False;84.9
8.10.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;126;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;36;2880;80;OPR-2003;�ub.17;False;90.9
8.10.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;127;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;10;600;60;OPR-2003;1.Oca;False;92.1
8.10.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;128;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;53;3180;60;OPR-2003;�ub.54;False;98.6
8.10.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;129;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;7;560;80;OPR-2003;0.97;False;99.8
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;130;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;28;4200;150;OPR-2002;Oca.45;False;3.�ub
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;131;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;48;12000;250;OPR-2002;Mar.14;False;12.Mar
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;132;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;21;6405;305;OPR-2002;Oca.98;False;17.Oca
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;133;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;51;5100;100;OPR-2002;Oca.42;False;21.0
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;134;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;39;9750;250;OPR-2002;�ub.62;False;28.Nis
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;135;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;55;16775;305;OPR-2002;Nis.46;False;41.1
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;136;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;28;4200;150;OPR-2002;Oca.56;False;44.3
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;137;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;21;4200;200;OPR-2002;Oca.33;False;47.4
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;138;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;19;5700;300;OPR-2002;Oca.56;False;51.8
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;139;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;26;5200;200;OPR-2002;Oca.56;False;55.7
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;140;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;22;2200;100;OPR-2002;0.87;False;57.4
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;141;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;46;11500;250;OPR-2002;3.�ub;False;66.1
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;142;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;40;10000;250;OPR-2002;�ub.67;False;73.7
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;143;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;47;9400;200;OPR-2002;3.Mar;False;80.8
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;144;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;27;6750;250;OPR-2002;Oca.92;False;85.9
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;145;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;17;3400;200;OPR-2002;Oca.48;False;88.5
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;146;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;37;7400;200;OPR-2002;2.Tem;False;94.1
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;147;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;23;3450;150;OPR-2002;Oca.38;False;96.7
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;148;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;12;2400;200;OPR-2002;Oca.22;False;98.5
8.10.2025;XTR-2004;Kombine Extruder Hattı Theta;149;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;6;1800;300;OPR-2002;0.68;False;99.9
8.10.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;150;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;58;4640;80;OPR-2004;4.Ara;False;16.Oca
8.10.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;151;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;18;1440;80;OPR-2004;Oca.75;False;21.Oca
8.10.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;152;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;30;2400;80;OPR-2004;�ub.46;False;29.Nis
8.10.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;153;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;38;3040;80;OPR-2004;�ub.93;False;40.0
8.10.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;154;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;20;1600;80;OPR-2004;Oca.87;False;45.6
8.10.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;155;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;6;360;60;OPR-2004;1.Haz;False;46.8
8.10.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;156;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;56;5600;100;OPR-2004;Nis.33;False;66.2
8.10.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;157;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;35;2800;80;OPR-2004;�ub.75;False;76.0
8.10.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;158;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;38;3040;80;OPR-2004;�ub.93;False;86.5
8.10.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;159;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;5;400;80;OPR-2004;0.98;False;87.9
8.10.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;160;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;33;3300;100;OPR-2004;2.A�u;False;99.4
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;1;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;20;6000;300;OPR-1003;Oca.29;False;4.�ub
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;2;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;54;5400;100;OPR-1003;Oca.29;False;7.Eyl
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;3;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;31;4650;150;OPR-1003;Oca.26;False;11.Oca
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;4;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;40;12200;305;OPR-1003;�ub.59;False;19.Haz
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;5;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;47;4700;100;OPR-1003;Oca.17;False;22.Eyl
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;6;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;21;3150;150;OPR-1003;1.0;False;25.Oca
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;7;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;20;6000;300;OPR-1003;Oca.29;False;29.2
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;8;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;32;4800;150;OPR-1003;Oca.29;False;32.6
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;9;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;49;14945;305;OPR-1003;3.A�u;False;42.9
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;10;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;60;18000;300;OPR-1003;3.Mar;False;55.4
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;11;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;7;2135;305;OPR-1003;0.82;False;56.9
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;12;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;6;1800;300;OPR-1003;0.58;False;58.2
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;13;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;55;8250;150;OPR-1003;1.Eyl;False;63.9
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;14;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;25;7500;300;OPR-1003;Oca.54;False;69.1
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;15;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;28;2800;100;OPR-1003;0.75;False;71.1
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;16;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;7;1050;150;OPR-1003;0.63;False;71.8
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;17;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;16;4880;305;OPR-1003;1.Mar;False;75.2
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;18;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;22;6710;305;OPR-1003;Oca.62;False;79.8
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;19;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;34;8500;250;OPR-1003;Oca.82;False;85.7
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;20;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;51;5100;100;OPR-1003;Oca.24;False;89.3
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;21;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;8;800;100;OPR-1003;0.41;False;89.8
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;22;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;17;4250;250;OPR-1003;1.Eyl;False;92.8
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;23;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;10;3000;300;OPR-1003;0.78;False;94.9
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;24;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;11;3355;305;OPR-1003;1.Mar;False;97.2
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;25;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;5;1525;305;OPR-1003;0.71;False;98.3
9.10.2025;XTR-1001;Mikro Extruder Hattı Alfa;26;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;12;1800;150;OPR-1003;0.76;False;99.5
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;27;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Halogen-Free;4;14;2100;150;OPR-1002;0.98;False;2.�ub
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;28;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;25;2500;100;OPR-1002;Oca.26;False;4.A�u
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;29;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;45;9000;200;OPR-1002;2.�ub;False;14.�ub
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;30;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;47;9400;200;OPR-1002;�ub.28;False;24.0
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;31;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;20;4000;200;OPR-1002;Oca.28;False;28.Oca
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;32;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;6;600;100;OPR-1002;0.82;False;28.Tem
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;33;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;31;6200;200;OPR-1002;Oca.75;False;35.2
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;34;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;26;3900;150;OPR-1002;Oca.37;False;39.3
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;35;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;27;2700;100;OPR-1002;Oca.31;False;42.1
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;36;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;27;5400;200;OPR-1002;Oca.58;False;47.7
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;37;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;48;9600;200;OPR-1002;�ub.47;False;57.7
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;38;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;49;7350;150;OPR-1002;2.Ara;False;65.4
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;39;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;24;4800;200;OPR-1002;Oca.45;False;70.4
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;40;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;6;1200;200;OPR-1002;0.61;False;71.6
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;41;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;40;6000;150;OPR-1002;Oca.83;False;77.9
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;42;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;24;4800;200;OPR-1002;Oca.45;False;82.9
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;43;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;26;3900;150;OPR-1002;Oca.37;False;86.9
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;44;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;9;1350;150;OPR-1002;0.81;False;88.3
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;45;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;34;5100;150;OPR-1002;Oca.63;False;93.6
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;46;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;21;2100;100;OPR-1002;Oca.17;False;95.8
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;47;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;12;1800;150;OPR-1002;0.91;False;97.7
9.10.2025;XTR-1002;Standart Extruder Hattı Beta;48;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Halogen-Free;4;14;2100;150;OPR-1002;0.98;False;99.9
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;49;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;10;1000;100;OPR-1005;Oca.25;False;2.Mar
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;50;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;51;3060;60;OPR-1005;Mar.25;False;9.Nis
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;51;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;12;1200;100;OPR-1005;Oca.38;False;12.�ub
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;52;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;20;2000;100;OPR-1005;Oca.91;False;16.A�u
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;53;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;27;1620;60;OPR-1005;2.A�u;False;20.Haz
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;54;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;6;360;60;OPR-1005;1.May;False;21.Nis
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;55;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;60;4800;80;OPR-1005;Nis.16;False;32.5
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;56;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;30;3000;100;OPR-1005;�ub.56;False;39.4
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;57;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;16;1280;80;OPR-1005;Oca.61;False;42.4
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;58;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;57;4560;80;OPR-1005;Mar.98;False;53.0
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;59;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;14;1120;80;OPR-1005;Oca.49;False;55.6
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;60;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;32;1920;60;OPR-1005;�ub.32;False;60.0
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;61;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;29;1740;60;OPR-1005;�ub.17;False;64.0
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;62;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;56;5600;100;OPR-1005;Nis.26;False;77.0
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;63;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;27;1620;60;OPR-1005;2.A�u;False;80.7
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;64;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;49;4900;100;OPR-1005;3.A�u;False;92.1
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;65;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;21;2100;100;OPR-1005;Oca.97;False;96.9
9.10.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;66;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;12;960;80;OPR-1005;Oca.38;False;99.2
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;67;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;17;5185;305;OPR-1001;1.May;False;3.Mar
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;68;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;50;15250;305;OPR-1001;�ub.23;False;13.Oca
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;69;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;27;5400;200;OPR-1001;Oca.26;False;16.Haz
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;70;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;23;6900;300;OPR-1001;1.Haz;False;21.0
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;71;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;10;3000;300;OPR-1001;0.62;False;22.Eyl
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;72;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;45;13500;300;OPR-1001;Oca.81;False;31.6
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;73;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;7;1750;250;OPR-1001;0.56;False;32.7
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;74;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;57;17385;305;OPR-1001;�ub.48;False;43.8
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;75;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;10;2000;200;OPR-1001;0.84;False;45.1
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;76;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;19;5795;305;OPR-1001;1.Ara;False;48.8
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;77;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;11;3300;300;OPR-1001;0.65;False;50.9
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;78;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;35;3500;100;OPR-1001;0.68;False;53.2
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;79;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;24;4800;200;OPR-1001;Oca.18;False;56.3
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;80;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;58;17400;300;OPR-1001;�ub.25;False;67.4
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;81;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;25;7500;300;OPR-1001;Oca.13;False;72.2
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;82;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;19;3800;200;OPR-1001;1.Haz;False;74.7
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;83;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;34;6800;200;OPR-1001;Oca.43;False;79.0
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;84;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;7;1400;200;OPR-1001;0.77;False;79.9
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;85;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;13;3250;250;OPR-1001;0.73;False;82.0
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;86;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;16;4000;250;OPR-1001;0.82;False;84.6
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;87;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;59;17995;305;OPR-1001;�ub.55;False;96.1
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;88;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;31;3100;100;OPR-1001;0.63;False;98.1
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;89;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;6;1500;250;OPR-1001;0.53;False;99.0
9.10.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;90;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;12;1200;100;OPR-1001;0.5;False;99.8
9.10.2025;XTR-2001;Özel Üretim Extruder Hattı Epsilon;91;KBL-702;Fiber Optik MM 24C Data Center;FO-SM-9;LSZH;9;11;8800;800;OPR-2004;Nis.59;False;16.Mar
